Order Line,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit
9142,CA-2016-139409,2016-09-05,2016-09-07,First Class,FW-14395,TEC-PH-10003988,43.6,4,0,12.208
9143,US-2017-166688,2017-05-20,2017-05-26,Standard Class,RD-19480,OFF-BI-10004040,8.288,2,0.2,3.0044
9144,US-2017-166688,2017-05-20,2017-05-26,Standard Class,RD-19480,TEC-PH-10004094,1123.128,9,0.2,70.1955
9145,US-2017-166688,2017-05-20,2017-05-26,Standard Class,RD-19480,OFF-AP-10000358,64.9,5,0,18.821
9146,CA-2015-126970,2015-09-20,2015-09-24,Standard Class,TP-21130,OFF-BI-10000138,2.808,3,0.8,-4.4928
9147,US-2016-165505,2016-01-23,2016-01-27,Standard Class,CB-12535,TEC-AC-10002926,99.98,2,0,42.9914
9148,US-2016-165505,2016-01-23,2016-01-27,Standard Class,CB-12535,OFF-AR-10003477,8.04,6,0,2.7336
9149,US-2016-165505,2016-01-23,2016-01-27,Standard Class,CB-12535,OFF-ST-10001526,1564.29,13,0,406.7154
9150,US-2014-157070,2014-06-01,2014-06-06,Standard Class,QJ-19255,OFF-BI-10001765,138.56,4,0,66.5088
9151,US-2014-157070,2014-06-01,2014-06-06,Standard Class,QJ-19255,OFF-AP-10004859,65.52,5,0.1,12.376
9152,US-2015-106873,2015-09-24,2015-09-29,Second Class,KM-16720,OFF-AR-10003179,14.576,2,0.2,2.3686
9153,US-2015-106873,2015-09-24,2015-09-29,Second Class,KM-16720,TEC-AC-10002345,23.2,2,0.2,1.45
9154,US-2015-106873,2015-09-24,2015-09-29,Second Class,KM-16720,OFF-AR-10001246,16.464,7,0.2,1.8522
9155,CA-2016-132990,2016-08-01,2016-08-03,Second Class,KM-16660,FUR-FU-10004864,19.312,2,0.2,3.1382
9156,CA-2014-102645,2014-01-23,2014-01-28,Standard Class,IM-15055,OFF-PA-10001804,40.08,6,0,19.2384
9157,CA-2014-134215,2014-08-04,2014-08-08,Standard Class,ML-17395,OFF-AP-10001271,101.96,2,0,27.5292
9158,CA-2014-134215,2014-08-04,2014-08-08,Standard Class,ML-17395,OFF-PA-10004353,259.74,13,0,124.6752
9159,CA-2014-134215,2014-08-04,2014-08-08,Standard Class,ML-17395,TEC-AC-10002473,255.42,9,0,104.7222
9160,CA-2016-118934,2016-08-09,2016-08-14,Standard Class,GH-14410,OFF-BI-10003314,4.338,3,0.7,-3.0366
9161,CA-2016-118934,2016-08-09,2016-08-14,Standard Class,GH-14410,OFF-BI-10004465,11.88,5,0.7,-7.92
9162,CA-2016-160108,2016-12-08,2016-12-12,Standard Class,AG-10900,FUR-BO-10003450,405.86,7,0,32.4688
9163,CA-2016-160108,2016-12-08,2016-12-12,Standard Class,AG-10900,FUR-CH-10002335,680.01,3,0,176.8026
9164,CA-2015-164007,2015-06-08,2015-06-12,Standard Class,MG-17695,TEC-AC-10003433,2.376,3,0.2,0.7425
9165,CA-2015-164007,2015-06-08,2015-06-12,Standard Class,MG-17695,OFF-AP-10003849,143.128,2,0.8,-393.602
9166,CA-2016-100300,2016-06-24,2016-06-26,Second Class,MJ-17740,TEC-MA-10000984,4476.8,4,0.2,503.64
9167,CA-2016-100300,2016-06-24,2016-06-26,Second Class,MJ-17740,OFF-PA-10000418,104.85,1,0,50.328
9168,CA-2016-100300,2016-06-24,2016-06-26,Second Class,MJ-17740,OFF-AP-10001242,241.44,3,0,72.432
9169,CA-2016-140571,2016-03-15,2016-03-19,Standard Class,SJ-20125,OFF-PA-10001954,319.76,14,0,147.0896
9170,CA-2016-140571,2016-03-15,2016-03-19,Standard Class,SJ-20125,OFF-PA-10001954,45.68,2,0,21.0128
9171,US-2016-155768,2016-12-01,2016-12-01,Same Day,LB-16795,FUR-FU-10000448,31.96,2,0,1.598
9172,US-2016-155768,2016-12-01,2016-12-01,Same Day,LB-16795,OFF-PA-10001357,47.9,1,0,22.992
9173,US-2016-155768,2016-12-01,2016-12-01,Same Day,LB-16795,OFF-ST-10002292,1112.94,3,0,222.588
9174,US-2016-155768,2016-12-01,2016-12-01,Same Day,LB-16795,OFF-EN-10001219,22.92,3,0,11.2308
9175,CA-2017-119424,2017-06-12,2017-06-14,Second Class,SB-20185,TEC-PH-10002564,71.976,3,0.2,8.997
9176,CA-2017-119424,2017-06-12,2017-06-14,Second Class,SB-20185,OFF-PA-10001639,19.44,3,0,9.3312
9177,CA-2016-118178,2016-03-19,2016-03-24,Standard Class,CC-12610,OFF-BI-10001153,31.086,3,0.7,-20.724
9178,CA-2016-166618,2016-11-14,2016-11-18,Standard Class,DP-13000,TEC-PH-10003356,13.98,2,0,3.9144
9179,CA-2016-166618,2016-11-14,2016-11-18,Standard Class,DP-13000,OFF-AR-10001725,23.65,1,0,6.149
9180,CA-2017-156776,2017-08-07,2017-08-11,Standard Class,JL-15505,TEC-PH-10002415,707.88,3,0.2,44.2425
9181,CA-2017-156776,2017-08-07,2017-08-11,Standard Class,JL-15505,OFF-BI-10003355,11.952,3,0.2,4.1832
9182,CA-2017-156776,2017-08-07,2017-08-11,Standard Class,JL-15505,OFF-BI-10000216,31.128,3,0.2,11.673
9183,CA-2017-156776,2017-08-07,2017-08-11,Standard Class,JL-15505,TEC-AC-10004803,55.76,4,0,7.8064
9184,CA-2017-156776,2017-08-07,2017-08-11,Standard Class,JL-15505,OFF-PA-10001970,24.56,2,0,11.5432
9185,CA-2017-156776,2017-08-07,2017-08-11,Standard Class,JL-15505,FUR-FU-10004848,51.75,1,0,15.525
9186,CA-2017-156776,2017-08-07,2017-08-11,Standard Class,JL-15505,FUR-CH-10002317,207.184,1,0.2,25.898
9187,CA-2017-156776,2017-08-07,2017-08-11,Standard Class,JL-15505,OFF-AP-10002534,1473.1,5,0,412.468
9188,US-2015-130512,2015-08-21,2015-08-25,Standard Class,SM-20320,OFF-SU-10001935,3.488,2,0.2,-0.6976
9189,US-2015-130512,2015-08-21,2015-08-25,Standard Class,SM-20320,TEC-AC-10000290,21.728,4,0.2,3.8024
9190,US-2015-130512,2015-08-21,2015-08-25,Standard Class,SM-20320,OFF-ST-10002574,663.072,6,0.2,-165.768
9191,US-2015-130512,2015-08-21,2015-08-25,Standard Class,SM-20320,OFF-BI-10004519,99.588,2,0.7,-82.99
9192,US-2015-130512,2015-08-21,2015-08-25,Standard Class,SM-20320,OFF-PA-10003625,49.568,2,0.2,15.49
9193,CA-2015-141810,2015-11-02,2015-11-07,Standard Class,BB-10990,OFF-BI-10001524,29.372,7,0.8,-46.9952
9194,CA-2015-141810,2015-11-02,2015-11-07,Standard Class,BB-10990,TEC-PH-10002200,344.704,2,0.2,38.7792
9195,CA-2014-146843,2014-11-30,2014-12-06,Standard Class,PB-19150,OFF-SU-10001664,47.992,7,0.2,3.5994
9196,CA-2014-146843,2014-11-30,2014-12-06,Standard Class,PB-19150,TEC-AC-10002550,102.24,4,0.2,-16.614
9197,CA-2014-103310,2014-05-10,2014-05-15,Standard Class,GM-14680,OFF-PA-10004353,39.96,2,0,19.1808
9198,CA-2014-103310,2014-05-10,2014-05-15,Standard Class,GM-14680,TEC-PH-10001817,1432,5,0.2,125.3
9199,CA-2014-103310,2014-05-10,2014-05-15,Standard Class,GM-14680,OFF-SU-10004737,41.04,6,0,11.0808
9200,CA-2014-103310,2014-05-10,2014-05-15,Standard Class,GM-14680,FUR-CH-10002320,256.784,1,0.2,32.098
9201,CA-2016-152688,2016-10-17,2016-10-20,First Class,NR-18550,FUR-BO-10001337,120.98,1,0,12.098
9202,CA-2016-152688,2016-10-17,2016-10-20,First Class,NR-18550,OFF-BI-10004584,315.98,1,0,148.5106
9203,CA-2016-153836,2016-10-30,2016-11-03,Standard Class,EH-13765,OFF-BI-10004817,28.752,3,0.2,10.0632
9204,CA-2016-153836,2016-10-30,2016-11-03,Standard Class,EH-13765,OFF-AR-10004602,114.95,5,0,32.186
9205,CA-2016-104689,2016-12-01,2016-12-05,Standard Class,FH-14365,OFF-AR-10001149,23.04,8,0,6.912
9206,CA-2016-146423,2016-04-21,2016-04-21,Same Day,BT-11680,OFF-AR-10004817,15.48,3,0,4.4892
9207,CA-2016-146423,2016-04-21,2016-04-21,Same Day,BT-11680,OFF-PA-10003797,51.84,8,0,24.8832
9208,CA-2017-140781,2017-08-03,2017-08-07,Standard Class,AB-10105,TEC-AC-10000682,39.816,3,0.2,7.4655
9209,CA-2017-141747,2017-08-03,2017-08-08,Second Class,SC-20230,OFF-ST-10003996,16.06,1,0,4.1756
9210,CA-2017-142776,2017-12-11,2017-12-14,Second Class,RS-19870,OFF-EN-10003160,7.28,1,0,3.4944
9211,CA-2017-142776,2017-12-11,2017-12-14,Second Class,RS-19870,OFF-BI-10002012,5.4,3,0,2.592
9212,CA-2015-167479,2015-03-14,2015-03-19,Standard Class,AI-10855,OFF-PA-10002105,19.44,3,0,9.3312
9213,CA-2014-144071,2014-12-08,2014-12-15,Standard Class,DJ-13420,FUR-FU-10000397,39.88,2,0,11.1664
9214,CA-2014-144071,2014-12-08,2014-12-15,Standard Class,DJ-13420,FUR-FU-10000758,79.44,3,0,28.5984
9215,US-2017-120908,2017-09-30,2017-10-02,First Class,BF-10975,OFF-LA-10004677,20.664,7,0.2,6.9741
9216,CA-2016-152646,2016-11-21,2016-11-26,Standard Class,TH-21235,OFF-PA-10004451,32.4,5,0,15.552
9217,CA-2017-103765,2017-11-24,2017-11-30,Standard Class,JG-15310,OFF-AP-10002311,13.762,1,0.8,-24.7716
9218,US-2017-118157,2017-11-14,2017-11-17,First Class,AW-10930,OFF-EN-10004459,15.28,2,0,7.4872
9219,US-2015-164238,2015-08-16,2015-08-20,Standard Class,JW-15955,OFF-ST-10002352,44.688,7,0.2,3.3516
9220,US-2015-164238,2015-08-16,2015-08-20,Standard Class,JW-15955,FUR-BO-10000780,301.47,3,0.5,-204.9996
9221,CA-2017-103212,2017-10-13,2017-10-14,First Class,MH-18025,OFF-LA-10000248,11.07,3,0,5.2029
9222,CA-2017-103212,2017-10-13,2017-10-14,First Class,MH-18025,FUR-TA-10003473,1504.52,4,0,346.0396
9223,CA-2017-103212,2017-10-13,2017-10-14,First Class,MH-18025,OFF-PA-10004355,25.92,4,0,12.4416
9224,CA-2017-121160,2017-11-04,2017-11-04,Same Day,FM-14290,OFF-BI-10001308,7.536,6,0.8,-13.188
9225,CA-2017-121160,2017-11-04,2017-11-04,Same Day,FM-14290,OFF-BI-10003094,1.408,2,0.8,-2.3232
9226,CA-2017-121160,2017-11-04,2017-11-04,Same Day,FM-14290,OFF-BI-10004040,4.144,4,0.8,-6.4232
9227,CA-2017-121160,2017-11-04,2017-11-04,Same Day,FM-14290,OFF-ST-10002485,52.752,3,0.2,-12.5286
9228,CA-2017-140515,2017-03-19,2017-03-24,Standard Class,GZ-14545,OFF-AP-10001205,381.36,7,0,106.7808
9229,CA-2014-153619,2014-11-03,2014-11-03,Same Day,TC-21535,OFF-AR-10001868,6.72,4,0,3.36
9230,CA-2017-133718,2017-07-23,2017-07-26,First Class,TB-21520,OFF-BI-10003429,15.192,3,0.2,5.5071
9231,CA-2017-133718,2017-07-23,2017-07-26,First Class,TB-21520,OFF-PA-10002689,58.32,9,0,27.9936
9232,CA-2014-148383,2014-12-27,2014-12-31,Standard Class,RP-19390,OFF-BI-10003650,946.764,6,0.7,-694.2936
9233,CA-2016-126732,2016-09-02,2016-09-06,Standard Class,LR-16915,FUR-FU-10001889,94.68,9,0,31.2444
9234,CA-2016-126732,2016-09-02,2016-09-06,Standard Class,LR-16915,OFF-ST-10000321,23.67,3,0,0.9468
9235,CA-2016-126732,2016-09-02,2016-09-06,Standard Class,LR-16915,TEC-PH-10001530,1091.168,4,0.2,68.198
9236,CA-2016-126732,2016-09-02,2016-09-06,Standard Class,LR-16915,OFF-AR-10004752,18.69,7,0,5.2332
9237,CA-2016-126732,2016-09-02,2016-09-06,Standard Class,LR-16915,FUR-TA-10001539,568.728,3,0.2,28.4364
9238,CA-2016-126732,2016-09-02,2016-09-06,Standard Class,LR-16915,OFF-BI-10001553,7.312,1,0.2,2.5592
9239,CA-2017-138156,2017-02-11,2017-02-14,First Class,MM-17260,FUR-FU-10003601,147.568,2,0.2,-3.6892
9240,CA-2017-110310,2017-10-27,2017-11-02,Standard Class,NB-18655,OFF-PA-10001685,56.784,7,0.2,20.5842
9241,CA-2017-110310,2017-10-27,2017-11-02,Standard Class,NB-18655,OFF-BI-10001097,5.607,3,0.7,-3.9249
9242,CA-2017-110310,2017-10-27,2017-11-02,Standard Class,NB-18655,OFF-AR-10001662,6.576,3,0.2,0.5754
9243,CA-2014-113271,2014-07-09,2014-07-14,Standard Class,DS-13030,OFF-BI-10002609,14.304,6,0.2,4.6488
9244,CA-2014-113271,2014-07-09,2014-07-14,Standard Class,DS-13030,FUR-BO-10004218,119.833,1,0.15,7.049
9245,CA-2014-113271,2014-07-09,2014-07-14,Standard Class,DS-13030,OFF-AR-10003251,5.56,2,0,2.224
9246,CA-2014-113271,2014-07-09,2014-07-14,Standard Class,DS-13030,OFF-PA-10002365,32.4,5,0,15.552
9247,CA-2017-130106,2017-05-22,2017-05-26,Standard Class,VF-21715,OFF-AR-10003651,9.84,3,0,2.8536
9248,CA-2017-130106,2017-05-22,2017-05-26,Standard Class,VF-21715,OFF-AR-10003732,2.78,1,0,0.7228
9249,CA-2016-127761,2016-11-10,2016-11-14,Standard Class,SW-20275,OFF-BI-10002557,3.64,1,0.2,1.365
9250,CA-2016-127761,2016-11-10,2016-11-14,Standard Class,SW-20275,TEC-PH-10003691,881.93,7,0,220.4825
9251,CA-2016-105354,2016-12-02,2016-12-06,Standard Class,PW-19030,OFF-BI-10001107,115.84,8,0,54.4448
9252,CA-2017-155712,2017-03-02,2017-03-08,Standard Class,KD-16615,OFF-BI-10004224,107.648,2,0.2,33.64
9253,CA-2017-102309,2017-09-23,2017-09-25,Second Class,DO-13645,TEC-AC-10001114,199.95,5,0,63.984
9254,CA-2017-102309,2017-09-23,2017-09-25,Second Class,DO-13645,OFF-PA-10002005,12.96,2,0,6.2208
9255,CA-2014-168368,2014-02-11,2014-02-15,Second Class,GA-14725,FUR-CH-10001146,60.89,1,0,15.2225
9256,CA-2014-168368,2014-02-11,2014-02-15,Second Class,GA-14725,OFF-LA-10004853,14.94,3,0,6.8724
9257,CA-2014-168368,2014-02-11,2014-02-15,Second Class,GA-14725,OFF-BI-10004728,9.64,2,0,4.4344
9258,CA-2014-168368,2014-02-11,2014-02-15,Second Class,GA-14725,FUR-FU-10002298,332.94,3,0,53.2704
9259,CA-2014-168368,2014-02-11,2014-02-15,Second Class,GA-14725,OFF-BI-10004654,51.9,3,0,24.393
9260,CA-2014-168368,2014-02-11,2014-02-15,Second Class,GA-14725,OFF-ST-10002583,64.96,2,0,2.5984
9261,CA-2017-167976,2017-11-11,2017-11-14,Second Class,JL-15505,OFF-SU-10004661,25.5,3,0,6.63
9262,CA-2017-111388,2017-09-02,2017-09-02,Same Day,SU-20665,FUR-CH-10003061,215.976,3,0.2,-2.6997
9263,CA-2015-124499,2015-10-09,2015-10-13,Standard Class,FM-14380,FUR-CH-10000513,389.97,3,0,35.0973
9264,CA-2015-124499,2015-10-09,2015-10-13,Standard Class,FM-14380,OFF-AP-10002191,269.91,5,0.1,53.982
9265,US-2017-128118,2017-11-24,2017-12-01,Standard Class,MY-17380,OFF-BI-10000216,11.673,3,0.7,-7.782
9266,US-2017-128118,2017-11-24,2017-12-01,Standard Class,MY-17380,OFF-EN-10003448,64.848,7,0.2,24.318
9267,CA-2014-125759,2014-02-08,2014-02-09,First Class,NM-18445,FUR-FU-10002111,14.56,2,0,5.5328
9268,CA-2015-151869,2015-09-25,2015-09-25,Same Day,CS-11950,FUR-CH-10001545,102.582,1,0.1,6.8388
9269,CA-2015-151869,2015-09-25,2015-09-25,Same Day,CS-11950,OFF-PA-10002947,20.04,3,0,9.6192
9270,US-2017-102183,2017-08-21,2017-08-28,Standard Class,PK-19075,OFF-BI-10003476,32.088,7,0.2,11.2308
9271,US-2017-102183,2017-08-21,2017-08-28,Standard Class,PK-19075,OFF-BI-10001359,4305.552,6,0.2,1453.1238
9272,CA-2016-100510,2016-05-12,2016-05-17,Standard Class,HM-14860,FUR-FU-10000320,10.02,3,0,4.4088
9273,CA-2016-100510,2016-05-12,2016-05-17,Standard Class,HM-14860,TEC-PH-10001835,631.96,4,0,303.3408
9274,CA-2017-146983,2017-09-02,2017-09-06,Standard Class,AH-10210,OFF-BI-10003650,1577.94,3,0,757.4112
9275,US-2014-134054,2014-10-10,2014-10-10,Same Day,FC-14335,OFF-AR-10000937,255.85,7,0,112.574
9276,CA-2016-113236,2016-05-26,2016-05-29,Second Class,CP-12085,OFF-ST-10000532,184.704,6,0.2,13.8528
9277,CA-2016-113236,2016-05-26,2016-05-29,Second Class,CP-12085,TEC-AC-10001267,47.92,2,0.2,11.98
9278,CA-2017-122539,2017-12-01,2017-12-05,Standard Class,SC-20305,OFF-LA-10004853,15.936,4,0.2,5.1792
9279,CA-2017-122539,2017-12-01,2017-12-05,Standard Class,SC-20305,OFF-BI-10001759,8.001,7,0.7,-5.6007
9280,CA-2017-122539,2017-12-01,2017-12-05,Standard Class,SC-20305,FUR-CH-10003379,398.972,2,0.3,-28.498
9281,CA-2016-166772,2016-09-20,2016-09-24,Standard Class,HJ-14875,FUR-BO-10002853,163.88,2,0,40.97
9282,US-2017-152898,2017-09-11,2017-09-15,Standard Class,CB-12025,OFF-AP-10000027,67.9,5,0,20.37
9283,CA-2016-160486,2016-12-30,2017-01-04,Standard Class,EH-14185,OFF-PA-10002421,72.224,4,0.2,25.2784
9284,CA-2017-102218,2017-09-02,2017-09-04,Second Class,LW-17215,OFF-LA-10002475,11.696,2,0.2,3.9474
9285,CA-2014-161032,2014-11-18,2014-11-23,Standard Class,MK-17905,FUR-CH-10001482,392.94,3,0,43.2234
9286,CA-2015-102778,2015-11-21,2015-11-24,First Class,JH-15820,FUR-FU-10000087,18.176,1,0.2,4.7712
9287,CA-2017-154011,2017-06-19,2017-06-26,Standard Class,DB-13270,OFF-BI-10003166,6.888,3,0.8,-11.0208
9288,CA-2017-154011,2017-06-19,2017-06-26,Standard Class,DB-13270,FUR-TA-10000688,457.485,3,0.3,-84.9615
9289,US-2017-165456,2017-11-30,2017-12-03,First Class,TB-21625,FUR-CH-10003981,1079.316,6,0.3,-15.4188
9290,CA-2014-111857,2014-04-23,2014-04-26,Second Class,NM-18445,OFF-PA-10001878,48.91,1,0,22.9877
9291,CA-2014-163650,2014-09-23,2014-09-25,First Class,TT-21220,OFF-AR-10002375,9.84,3,0,2.8536
9292,CA-2014-163650,2014-09-23,2014-09-25,First Class,TT-21220,OFF-BI-10004965,34.5,3,0,15.525
9293,CA-2017-124114,2017-03-02,2017-03-02,Same Day,RS-19765,OFF-BI-10004022,0.556,1,0.8,-0.9452
9294,US-2017-116505,2017-11-17,2017-11-21,Second Class,TB-21625,OFF-BI-10000050,43.8,6,0,20.586
9295,CA-2017-161340,2017-05-28,2017-06-01,Standard Class,AM-10360,OFF-PA-10002464,13.872,3,0.2,5.0286
9296,CA-2017-161340,2017-05-28,2017-06-01,Standard Class,AM-10360,FUR-BO-10004709,115.96,4,0.5,-64.9376
9297,US-2015-163433,2015-04-18,2015-04-22,Second Class,MP-17965,TEC-AC-10003590,41.424,2,0.2,8.2848
9298,US-2015-163433,2015-04-18,2015-04-22,Second Class,MP-17965,TEC-PH-10003357,244.768,4,0.2,24.4768
9299,US-2015-163433,2015-04-18,2015-04-22,Second Class,MP-17965,OFF-AR-10003373,74.352,3,0.2,6.5058
9300,US-2015-163433,2015-04-18,2015-04-22,Second Class,MP-17965,OFF-BI-10003676,4.312,2,0.8,-6.8992
9301,US-2015-163433,2015-04-18,2015-04-22,Second Class,MP-17965,FUR-CH-10000225,56.686,1,0.3,-20.245
9302,US-2015-163433,2015-04-18,2015-04-22,Second Class,MP-17965,TEC-PH-10001870,97.968,2,0.2,6.123
9303,US-2015-163433,2015-04-18,2015-04-22,Second Class,MP-17965,OFF-AR-10003481,7.872,3,0.2,0.8856
9304,US-2015-163433,2015-04-18,2015-04-22,Second Class,MP-17965,OFF-PA-10003936,15.552,3,0.2,5.4432
9305,US-2015-163433,2015-04-18,2015-04-22,Second Class,MP-17965,OFF-BI-10000320,1.476,1,0.8,-2.2878
9306,CA-2015-137603,2015-09-19,2015-09-24,Standard Class,MH-17290,OFF-AR-10001972,8.4,5,0,2.184
9307,CA-2014-128237,2014-03-25,2014-03-30,Standard Class,CA-12265,OFF-AR-10003829,6.56,2,0,1.9024
9308,CA-2014-128237,2014-03-25,2014-03-30,Standard Class,CA-12265,OFF-AR-10003338,14.88,2,0,3.72
9309,CA-2014-128237,2014-03-25,2014-03-30,Standard Class,CA-12265,TEC-AC-10002558,45.48,4,0,15.918
9310,CA-2014-128237,2014-03-25,2014-03-30,Standard Class,CA-12265,OFF-AR-10000034,25.44,6,0,9.9216
9311,US-2016-102141,2016-08-26,2016-08-31,Standard Class,KD-16615,OFF-BI-10001510,146.688,8,0.2,45.84
9312,CA-2017-148642,2017-03-06,2017-03-12,Standard Class,DW-13540,OFF-LA-10000134,4.928,2,0.2,1.7248
9313,CA-2017-148642,2017-03-06,2017-03-12,Standard Class,DW-13540,OFF-AR-10000588,63.488,4,0.2,4.7616
9314,CA-2015-111948,2015-11-11,2015-11-11,Same Day,AG-10495,OFF-ST-10003282,418.32,7,0,117.1296
9315,CA-2015-111948,2015-11-11,2015-11-11,Same Day,AG-10495,OFF-AP-10002311,123.858,2,0.1,46.7908
9316,CA-2016-161907,2016-04-05,2016-04-09,Standard Class,JH-16180,TEC-PH-10000141,118.782,3,0.4,-27.7158
9317,CA-2016-161907,2016-04-05,2016-04-09,Standard Class,JH-16180,OFF-SU-10000646,769.184,4,0.2,-163.4516
9318,CA-2017-124940,2017-02-21,2017-02-26,Standard Class,DK-13090,TEC-AC-10002076,47.904,1,0.2,-2.994
9319,US-2017-108343,2017-07-20,2017-07-25,Standard Class,AR-10825,OFF-PA-10000743,13.36,2,0,6.4128
9320,US-2017-108343,2017-07-20,2017-07-25,Standard Class,AR-10825,FUR-CH-10002780,163.764,2,0.1,25.4744
9321,US-2017-108343,2017-07-20,2017-07-25,Standard Class,AR-10825,FUR-FU-10000747,183.92,4,0,31.2664
9322,US-2016-111563,2016-11-04,2016-11-08,Standard Class,SM-20005,FUR-FU-10002445,11.376,3,0.6,-5.688
9323,US-2016-111563,2016-11-04,2016-11-08,Standard Class,SM-20005,FUR-FU-10000723,66.112,4,0.6,-84.2928
9324,CA-2017-121853,2017-09-23,2017-09-29,Standard Class,DB-13660,OFF-PA-10003641,211.04,8,0,97.0784
9325,CA-2017-121853,2017-09-23,2017-09-29,Standard Class,DB-13660,FUR-CH-10003973,594.816,2,0.2,59.4816
9326,CA-2017-121853,2017-09-23,2017-09-29,Standard Class,DB-13660,OFF-BI-10000977,72.96,3,0.2,23.712
9327,US-2017-130687,2017-09-07,2017-09-10,First Class,PF-19225,FUR-FU-10004053,80.96,4,0,34.8128
9328,US-2017-130687,2017-09-07,2017-09-10,First Class,PF-19225,TEC-PH-10002033,455.712,2,0.2,34.1784
9329,US-2017-130687,2017-09-07,2017-09-10,First Class,PF-19225,OFF-AR-10004260,25.98,1,0,7.2744
9330,CA-2015-164497,2015-11-28,2015-11-30,First Class,AJ-10945,OFF-AP-10004655,45.28,4,0,15.3952
9331,US-2015-153283,2015-11-12,2015-11-18,Standard Class,EB-14110,OFF-EN-10001539,15.56,2,0,7.3132
9332,CA-2016-108056,2016-09-29,2016-10-03,Standard Class,ES-14080,TEC-PH-10001817,859.2,3,0.2,75.18
9333,CA-2017-127726,2017-09-11,2017-09-13,Second Class,SS-20410,OFF-AP-10002578,195.68,4,0,50.8768
9334,CA-2017-127726,2017-09-11,2017-09-13,Second Class,SS-20410,OFF-FA-10000992,14.2,4,0,6.674
9335,CA-2017-110198,2017-05-01,2017-05-02,First Class,AG-10900,FUR-BO-10001798,314.352,3,0.2,-15.7176
9336,CA-2017-110198,2017-05-01,2017-05-02,First Class,AG-10900,OFF-LA-10004409,4.608,2,0.2,1.4976
9337,CA-2017-130715,2017-09-16,2017-09-20,Standard Class,CY-12745,OFF-FA-10000621,17.9,5,0,8.771
9338,CA-2014-155264,2014-10-19,2014-10-22,Second Class,RP-19270,OFF-BI-10003196,2.992,1,0.2,1.122
9339,CA-2014-155264,2014-10-19,2014-10-22,Second Class,RP-19270,OFF-BI-10003727,20.064,6,0.2,7.0224
9340,CA-2014-155264,2014-10-19,2014-10-22,Second Class,RP-19270,OFF-PA-10003228,146.73,3,0,68.9631
9341,CA-2014-155264,2014-10-19,2014-10-22,Second Class,RP-19270,OFF-LA-10002787,18.75,5,0,9
9342,CA-2014-155264,2014-10-19,2014-10-22,Second Class,RP-19270,TEC-PH-10001305,117.576,3,0.2,11.7576
9343,CA-2016-119123,2016-03-13,2016-03-18,Standard Class,DB-13360,OFF-BI-10001036,51.184,7,0.2,19.194
9344,CA-2017-109085,2017-02-17,2017-02-20,First Class,CK-12325,FUR-TA-10001086,455.97,5,0.4,-106.393
9345,CA-2017-109085,2017-02-17,2017-02-20,First Class,CK-12325,OFF-BI-10001525,5.715,5,0.7,-4.7625
9346,CA-2017-109085,2017-02-17,2017-02-20,First Class,CK-12325,TEC-PH-10000526,57.594,1,0.4,-11.5188
9347,CA-2017-109085,2017-02-17,2017-02-20,First Class,CK-12325,FUR-FU-10004973,30.144,2,0.2,8.2896
9348,CA-2017-109085,2017-02-17,2017-02-20,First Class,CK-12325,FUR-CH-10003981,899.43,5,0.3,-12.849
9349,CA-2016-114860,2016-12-22,2016-12-28,Standard Class,DN-13690,FUR-FU-10000277,842.72,8,0,202.2528
9350,CA-2016-114860,2016-12-22,2016-12-28,Standard Class,DN-13690,FUR-FU-10001934,41.96,2,0,10.9096
9351,CA-2016-159009,2016-09-23,2016-09-27,Standard Class,DP-13105,OFF-BI-10004970,13.216,4,0.2,4.4604
9352,CA-2016-159009,2016-09-23,2016-09-27,Standard Class,DP-13105,FUR-CH-10003396,184.752,3,0.2,-20.7846
9353,CA-2017-148411,2017-09-24,2017-09-26,First Class,RO-19780,FUR-CH-10003973,520.464,2,0.3,-14.8704
9354,CA-2017-148411,2017-09-24,2017-09-26,First Class,RO-19780,OFF-PA-10002109,11.424,3,0.2,3.7128
9355,CA-2015-110324,2015-12-01,2015-12-05,Standard Class,MA-17560,OFF-PA-10001826,19.44,3,0,9.3312
9356,CA-2015-110324,2015-12-01,2015-12-05,Standard Class,MA-17560,OFF-AR-10000823,3.64,2,0,1.0192
9357,CA-2015-110324,2015-12-01,2015-12-05,Standard Class,MA-17560,OFF-PA-10001776,18.54,2,0,8.7138
9358,CA-2016-168046,2016-01-25,2016-01-28,Second Class,JD-15895,OFF-BI-10003676,43.12,5,0.2,15.092
9359,CA-2016-168046,2016-01-25,2016-01-28,Second Class,JD-15895,FUR-TA-10001095,313.722,3,0.4,-99.3453
9360,CA-2016-168046,2016-01-25,2016-01-28,Second Class,JD-15895,FUR-FU-10000747,45.98,1,0,7.8166
9361,CA-2016-168046,2016-01-25,2016-01-28,Second Class,JD-15895,OFF-ST-10004337,428.68,7,0,0
9362,CA-2017-111591,2017-03-21,2017-03-25,Standard Class,PS-18970,OFF-BI-10004410,30.576,6,0.2,10.3194
9363,CA-2017-111591,2017-03-21,2017-03-25,Standard Class,PS-18970,OFF-FA-10004838,13.02,7,0,0.3906
9364,CA-2017-111591,2017-03-21,2017-03-25,Standard Class,PS-18970,FUR-FU-10002364,22.14,3,0,6.4206
9365,CA-2017-111591,2017-03-21,2017-03-25,Standard Class,PS-18970,OFF-ST-10001809,359.32,4,0,7.1864
